run_name,condition,path,step,candidate_index,picked,score_total,readable_ontology_frontier,frontier_quality,ontology_collapse_density,identity_melt_score,affordance_corruption_score,category_bleeding_score,syntax_readability_proxy,graph_integration,graph_fragmentation,repair_pressure,cliche_attractor_score,cliche_attractor_density_per_100,cliche_attractor_hits,stock_prop_attractor_score,stock_prop_attractor_density_per_100,stock_prop_attractor_hits,soft_style_cliche_score,soft_style_cliche_density_per_100,soft_style_cliche_hits,fantasy_prop_score,fantasy_prop_hits,ordinary_anchor_retention,ordinary_anchor_drop,ordinary_anchor_terms,ordinary_anchor_hits,atmospheric_conservation,unfinished,meta_leak,identity_melt_count,affordance_corruption_count,text
steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_1p05_traj,experiments/frontier_sweep_model_compare_gemma2_push_traj_seed12/steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,1,1,1.4026790955091715,0.0,0.5562365591397849,0.0,0.0,0.0,0.0,0.8,0.39059139784946223,0.27423387096774204,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; receipt,0.1,0.0,0.0,0,0,A faded teacup nestled beside the receipt.
steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_1p05_traj,experiments/frontier_sweep_model_compare_gemma2_push_traj_seed12/steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,2,0,0.08415928116519167,0.021756968657258062,0.3894445463709677,0.06666666666666667,0.0,0.0,0.3333333333333333,0.755375,0.031129032258064487,0.6265953837597331,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; receipt,0.1,0.0,0.0,0,0,"A worn, leather suitcase sits beside the receipt."
steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_1p05_traj,experiments/frontier_sweep_model_compare_gemma2_push_traj_seed12/steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,3,0,-2.009031198686371,0.021866666666666666,0.4,0.06666666666666667,0.0,0.0,0.3333333333333333,0.8,0.0,0.7556157635467982,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.3333333333333333,0.6666666666666667,the; receipt; counter,the,0.0,0.0,0.0,0,0,A flickering streetlight casts shadows across the busy sidewalk.
steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_1p05_traj,experiments/frontier_sweep_model_compare_gemma2_push_traj_seed12/steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,4,0,-0.7023999999999999,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.45,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,1.0,the; receipt; counter,,0.0,0.0,0.0,0,0,"A crumpled, red napkin."
steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_1p05_traj,experiments/frontier_sweep_model_compare_gemma2_push_traj_seed12/steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,5,0,-1.6150272874622595,0.0,0.4034292338709677,0.0,0.0,0.0,0.0,0.7825,0.031129032258064487,0.6742620504263998,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,1.0,the; receipt; counter,,0.1,0.0,0.0,0,0,a worn photograph of a bustling city street
steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_1p05_traj,experiments/frontier_sweep_model_compare_gemma2_push_traj_seed12/steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,6,0,-1.863752673796791,0.0,0.4783636363636364,0.0,0.0,0.0,0.0,0.9567272727272728,0.0,0.946375,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; receipt,0.0,0.0,0.0,0,0,"A lone, withered daisy, its petals drooping, sits atop the receipt."
steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_1p05_traj,experiments/frontier_sweep_model_compare_gemma2_push_traj_seed12/steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,7,0,1.0997788266919675,0.0,0.490397627688172,0.0,0.0,0.0,0.0,0.7432083333333334,0.3196774193548386,0.30614516129032265,0.0,0.3333333333333333,12.5,leather-bound,0.3333333333333333,12.5,leather-bound,0.0,0.0,,0.5,leather-bound,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; receipt,0.1,0.0,0.0,0,0,"A worn, leather-bound journal resting next to the receipt."
steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_1p05_traj,experiments/frontier_sweep_model_compare_gemma2_push_traj_seed12/steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,1,8,0,1.5946585548243546,0.0,0.48795930526957976,0.0,0.0,0.0,0.0,0.7395130023640661,0.3196774193548386,0.30614516129032265,0.0,0.3333333333333333,12.5,leather-bound,0.3333333333333333,12.5,leather-bound,0.0,0.0,,0.5,leather-bound,0.6666666666666666,0.33333333333333337,the; receipt; counter,the; receipt,0.1,0.0,0.0,0,0,"A worn, leather-bound journal lies beside the receipt."
steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_1p05_traj,experiments/frontier_sweep_model_compare_gemma2_push_traj_seed12/steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,2,1,1,0.6198203066865109,0.022547354838709677,0.4124516129032258,0.06666666666666667,0.0,0.0,0.3333333333333333,0.8,0.031129032258064487,0.6265953837597331,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.5,0.5,the; receipt; counter; teacup; nestled,the; counter,0.0,0.0,0.0,0,0,"A chipped, blue ceramic mug sits on the counter."
steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,steer_alpha_1p05_traj,experiments/frontier_sweep_model_compare_gemma2_push_traj_seed12/steer_alpha_1p05_traj_c8_tok120_seed01_the_receipt_on_the_counter.json,2,2,0,1.5072308575042919,0.0,0.5798114516129033,0.0,0.0,0.0,0.0,0.983,0.17967741935483866,0.3691451612903226,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.5,0.5,the; receipt; counter; teacup; nestled,the; teacup,0.0,0.0,0.0,0,0,"A single, worn book resting atop the teacup."
